Wavelength(m)	n	k
# material: TiO2
# source: T. Siefke, S. Kroker, K. Pfeiffer, O. Puffky, K. Dietrich, D. Franta, I. Ohlidal, A. Szeghalmi, E.-B. Kley, A. Tunnermann. Materials pushing the application limits of wire grid polarizers further into the deep ultraviolet spectral range. Adv. Opt. Mater. 4, 1780-1786 (2016) (Numerical data kindly provided by Thomas Siefke)
# conditions: Film: prepared by ALD, 350 nm TiO2. See Ratzsch et al. Nanotechnology 26, 024003 (2015). Measurement: ellipsometer Jobin Yvon UVISEL2 VUV: 1.5-8.7 eV; ellipsometer Jobin Yvon UVISEL: 0.6-6.5 eV; ellipsometer Woollam IRVASE: 300-6500 cm-1; spectrophotometer McPhersom VUVas 2000: 5.6-10.3 eV; spectrophotometer Perkin Elmer Lambda 1050: 0.5-6.7 eV; spectrophotometer Bruker Vertex 80v: 80-7500 cm-1. Fit model: universal dispersion model. See Franta et al. Appl. Opt. 54, 9108-9119 (2015)."
# upstream: polyanskiy/refractiveindex.info-database@ff11b58 main/TiO2/nk/Siefke.yml
# type: tabulated nk
# range: 1.2018e-07 - 1.2512e-04 m
# converted: 2026-07-31 (wavelength um -> m)
1.687860e-06	2.27558	2.89e-220
1.697604e-06	2.27522	5.82e-217
1.707404e-06	2.27486	1.06e-213
1.717261e-06	2.27451	1.75e-210
1.727175e-06	2.27415	2.61e-207
1.737146e-06	2.27379	3.54e-204
1.747175e-06	2.27343	4.36e-201
1.757261e-06	2.27308	4.87e-198
1.767406e-06	2.27272	4.96e-195
1.777609e-06	2.27236	4.61e-192
1.787872e-06	2.272	3.9e-189
1.798193e-06	2.27163	3.02e-186
1.808574e-06	2.27127	2.13e-183
1.819015e-06	2.27091	1.38e-180
1.829516e-06	2.27054	8.18e-178
1.840078e-06	2.27018	4.45e-175
1.850701e-06	2.26981	2.22e-172
1.861385e-06	2.26944	1.02e-169
1.872131e-06	2.26907	4.32e-167
1.882939e-06	2.2687	1.68e-164
1.893810e-06	2.26833	6.04e-162
1.904743e-06	2.26796	2e-159
1.915739e-06	2.26759	6.13e-157
1.926799e-06	2.26721	1.74e-154
1.937922e-06	2.26683	4.55e-152
1.949110e-06	2.26646	1.11e-149
1.960362e-06	2.26607	2.49e-147
1.971680e-06	2.26569	5.22e-145
1.983062e-06	2.26531	1.01e-142
1.994510e-06	2.26492	1.83e-140
2.006025e-06	2.26454	3.09e-138
2.017606e-06	2.26415	4.84e-136
2.029254e-06	2.26376	7.09e-134
2.040969e-06	2.26336	9.68e-132
2.052751e-06	2.26297	1.23e-129
2.064602e-06	2.26257	1.47e-127
2.076521e-06	2.26217	1.64e-125
2.088509e-06	2.26177	1.72e-123
2.100566e-06	2.26137	1.68e-121
2.112693e-06	2.26096	1.55e-119
2.124889e-06	2.26055	1.33e-117
2.137156e-06	2.26014	1.08e-115
2.149494e-06	2.25973	8.24e-114
2.161904e-06	2.25931	5.91e-112
2.174384e-06	2.25889	3.99e-110
2.186937e-06	2.25847	2.54e-108
2.199563e-06	2.25804	1.53e-106
2.212261e-06	2.25762	8.65e-105
2.225032e-06	2.25719	4.63e-103
2.237878e-06	2.25675	2.34e-101
2.250797e-06	2.25632	1.12e-99
2.263791e-06	2.25588	5.07e-98
2.276860e-06	2.25543	2.18e-96
2.290004e-06	2.25499	8.85e-95
2.303225e-06	2.25454	3.41e-93
2.316521e-06	2.25409	1.25e-91
2.329895e-06	2.25363	4.34e-90
2.343345e-06	2.25317	1.43e-88
2.356874e-06	2.25271	4.5e-87
2.370480e-06	2.25224	1.35e-85
2.384165e-06	2.25177	3.83e-84
2.397929e-06	2.2513	1.04e-82
2.411772e-06	2.25082	2.68e-81
2.425696e-06	2.25034	6.62e-80
2.439699e-06	2.24985	1.56e-78
2.453784e-06	2.24936	3.5e-77
2.467950e-06	2.24887	7.51e-76
2.482197e-06	2.24837	1.54e-74
2.496527e-06	2.24787	3.03e-73
2.510940e-06	2.24736	5.7e-72
2.525436e-06	2.24685	1.03e-70
2.540015e-06	2.24633	1.77e-69
2.554679e-06	2.24581	2.93e-68
2.569427e-06	2.24529	4.65e-67
2.584261e-06	2.24476	7.09e-66
2.599180e-06	2.24422	1.04e-64
2.614185e-06	2.24368	1.46e-63
2.629277e-06	2.24314	1.97e-62
2.644456e-06	2.24259	2.56e-61
2.659722e-06	2.24203	3.2e-60
2.675077e-06	2.24147	3.85e-59
2.690521e-06	2.24091	4.47e-58
2.706053e-06	2.24034	5e-57
2.721675e-06	2.23976	5.38e-56
2.737388e-06	2.23918	5.6e-55
2.753191e-06	2.23859	5.61e-54
2.769085e-06	2.238	5.44e-53
2.785071e-06	2.2374	5.09e-52
2.801150e-06	2.23679	4.6e-51
2.817321e-06	2.23618	4.02e-50
2.833586e-06	2.23556	3.4e-49
2.849944e-06	2.23494	2.78e-48
2.866397e-06	2.23431	2.2e-47
2.882945e-06	2.23367	1.69e-46
2.899588e-06	2.23303	1.25e-45
2.916328e-06	2.23238	9.02e-45
2.933164e-06	2.23172	6.29e-44
2.950097e-06	2.23105	4.26e-43
2.967128e-06	2.23038	2.8e-42
2.984258e-06	2.2297	1.79e-41
3.001486e-06	2.22902	1.11e-40
3.018814e-06	2.22833	6.66e-40
3.036242e-06	2.22763	3.9e-39
3.053770e-06	2.22692	2.22e-38
3.071400e-06	2.2262	1.23e-37
3.089131e-06	2.22548	6.6e-37
3.106965e-06	2.22475	3.46e-36
3.124901e-06	2.22401	1.76e-35
3.142942e-06	2.22326	8.76e-35
3.161086e-06	2.2225	4.24e-34
3.179335e-06	2.22174	2e-33
3.197690e-06	2.22096	9.2e-33
3.216150e-06	2.22018	4.13e-32
3.234717e-06	2.21939	1.81e-31
3.253391e-06	2.21859	7.71e-31
3.272174e-06	2.21778	3.22e-30
3.291064e-06	2.21697	1.31e-29
3.310063e-06	2.21614	5.21e-29
3.329173e-06	2.2153	2.03e-28
